"CONTACT","CONTPHONE","CONTRACT","DIMENSIONS","DOL_NUM","EVENTPRO_LOT","FEATURETYPE","INSPECTS","LOC_NAME","LOT_LOC","MAP_PAGE","NAMELABEL","OBJECTID","ORIG_FID","PRODUCT","SUB","TICKETS","URL","VENDORTYPE","y","x"
"","","Pik-N-Pig LLC.","10 X 30","","LOT I020A - 1 YEAR ONLY","Vendor","WAKE","I Lot","I-20","Page 11","Pik-N-Pig",110,111,"Seating Area Only","","","","",35.794942,-78.709324
"","","Alessi Concessions Inc","25 X 25","","LOT I019","Vendor","WAKE","I Lot","I-19","Page 11","Alessi ",111,112,"Colossal Onion, Sweet Potato Fries, Tater Tots (Philly Steak, Pulled Pork, Cheesy, Sausage Gravy, Sausage & Buffalo), Ribbon Fries W/Cheese, Hot Dogs, Chicken Tenders, Soft Drinks & Water.","","","","",35.794962,-78.709263
"","","Arepa Loca","13 X 20","","LOT I021","Vendor","WAKE","I Lot","I-21","Page 11","Arepa Loca",112,113,"Arepas (Veggie, Beef, Chicken Or Pork), Envueltos, Empanades, Cheese Bread, Sautéed Mushrooms, Carrots & Peppers, Moose With Raspberry & Passion Fruit, Tropical Juices (Passion Fruit & Wild Berries), Coffee, Water & Soda. Arepa Burger. 1 Year Only Contract","","","","",35.794896,-78.709393
"","","Young Family Concessions","13 X 19","","LOT I022","Vendor","WAKE","I Lot","I-22","Page 11","Young Family Con",113,114,"Pizza, Corn Dogs, French Fries, Lemonade, Water & Soda.","","","","",35.794873,-78.709447
"","","Rosani, Harry","16 X 12","","LOT I023","Vendor","F&D","I Lot","I-23","Page 11","Rosani, H",114,115,"Lemonade","","","","",35.79474,-78.709764
"","","Eagle Concessions, Inc.","22 X 12","","LOT I024","Vendor","F&D","I Lot","I-24","Page 11","Eagle Con",115,116,"Cotton Candy, Candy Apples, Caramel Apples, Sno Cones, Popcorn, Drinks & Water","","","","",35.794836,-78.70951
"","","State Fair Foods","23 X 12","","LOT I025","Vendor","WAKE","I Lot","I-25","Page 11","State Fair Foods",116,117,"Polish/Italian Sausage, Corn Dogs, Cheese Fries, Fries, Chicken Tenders, Deep Fried BBQ On A Stick, Slaw, Dept Fried Meatballs, Deep Fried Hot Cocoa & Sodas","","","","",35.794805,-78.709582
"","","Annlee","12 X 18","","LOT I026","Vendor","F&D","I Lot","I-26","Page 11","Annlee",117,118,"Root Beer, Orange/Pink/Lemonade Floats/Drinks And Water","","","","",35.794782,-78.709662
"","","Chesters Gators & Taters","16 X 25","","LOT I027","Vendor","WAKE","I Lot","I-27","Page 11","Chesters G&T",118,119,"Kabobs (Gator, Shark, Chicken & Shrimp), Ribbon Fries, Fries, Deep Fried Gator Nuggets, Pig Butt On A Stick, Mac & Cheese (Gator), Deep Fried Rice Krispy Treat With Powdered Sugar/Choc Syrup, Sweet Tea, Soda (6 Flavors) Bottled Water, Hot Chocolate.","","","","",35.794773,-78.70972
"","","Jaime's Concessions","9 X 20","","LOT I028","Vendor","WAKE","I Lot","I-28","Page 11","Jaime's Concessions",119,120,"French Fries, Hot/Corn Dogs, Chicken Tenders, Onion Rings & Sodas","","","","",35.79472,-78.709813
"","","Black's Concessions","12 X 12","","LOT I029","Vendor","F&D","I Lot","I-29","Page 11","Black Con",120,121,"Ice Cream & Frozen Bananas","","","","",35.794702,-78.709851
"","","Serio, Sal","24 X 8","","LOT I030","Vendor","OTHER","I Lot","I-30","Page 11","Serio, Sal",121,122,"Novelties","","","","",35.794748,-78.709888
"","","Case, Jeffrey","25 X 14","","LOT I031","Vendor","F&D","I Lot","I-31","Page 11","Case, J",122,123,"Peanuts, Cotton Candy, Candy Apples, Caramel Corn & Apples, Popcorn, Sno-Cones & Drinks","","","","",35.79482,-78.709926
"","","Jeffreys Concessions","22 X 8","","LOT H-03","Vendor","F&D","Scott South","H-3","Page 10","Jeffreys Con",123,124,"Cotton Candy, Candy Apples, Caramel Apples, Popcorn, Caramel Corn, Snow Cones, Lemonade & Drinks","","","","",35.795683,-78.709254
"","","Moore, George & Sons","19 X 10","","LOT H-08","Vendor","F&D","Scott North","H-8","Page 9","Moore",124,125,"Confections, Cotton Candy, Candy Apples & Popcorn","","","","",35.79595,-78.70933
"","","Chesapeake Food Concessions, Inc.","22 X 13","","LOT H7.1","Vendor","F&D","Scott North","H-7.1","Page 9","Chesapeake",125,126,"Fried Dough","","","","",35.796016,-78.70937
"","","Chick-N-Que LLC","21 x 16","","LOT H-11","Vendor","WAKE","Scott North","H-11","Page 9","Chick-N-Que",126,127,"Ostrich Burger/ Chicken Pita, Smoked Chicken (Chopped Chicken BBQ), Chicken Fritters, Chicken Gizzards, Chicken Wicked Waffle Wiches, Fried Chicken N Waffle Kabob, Chicken Luau (Chicken, Pineapple, Pepper/Onions, Jasmine Rice), Cluck Puppies, Chicken Skins, Baked Beans, Green Beans, Potato Salad, Mac-N-Cheese, Fries, Parrot-Ice Frozen Fruit Drinks, Italian Ice, Sweet Tea, Water, Lemonade, Italian Ice Tea Float & Sodas. Cluck Puppies. ","","","","",35.79617,-78.7094
"","","Brantley, T.M & J.T.","32 X 48","","LOT P014","Vendor","WAKE","Lunchstand","P-14","Page 8","Brantley",127,128,"BBQ, Philly Steak/Cheese, Burgers, Hot/Corn Dogs, Fries, Polish & Ital Sausage, Breakfast Food & Sodas","","","","",35.795267,-78.709514
"","","NC Fudge & Stuff","12 X 18","","LOT G-15.1","Vendor","F&D","Scott South","G-15.1","Page 10","NC Fudge",128,130,"Fudge, Gummies & Drinks","","","","",35.795247,-78.709417
"","","Serio, Sal","25 X 16","","LOT G-SERIO","Vendor","OTHER","Scott South","G-0","Page 10","Serio, Sal",129,131,"T-Shirts","","","","",35.795451,-78.70933
"","","Funnel Cakes","16 X 33","","LOT G016","Vendor","WAKE","Scott South","G-16","Page 10","Funnel Cakes",130,132,"Steak/Cheese, Ribbon Fries, Blooming Onion, Polish Sausage, Chicken Pita, Drinks & Lemonade","","","","",35.795615,-78.709405
"","","Charlie Cheese And Sons LLC","22 X 12","","LOT G017","Vendor","WAKE","Scott South","G-17","Page 10","Charlie Cheese & Sons",131,133,"Fried Cheese, Soft Drinks & Bottled Water","","","","",35.795671,-78.70942
"","","John The Greek","30 X 45","","LOT G-19.4","Vendor","WAKE","Scott South","G-19.4","Page 10","John The Greek",132,134,"Gyros, Shishkebobs,  Chicken Pita, Greek Salad, Stuffed Grape Leaves, Spanish Rice & Drinks","","","","",35.795619,-78.709585
"","","Rays","15 X 23","","LOT G-13.4","Vendor","WAKE","Scott South","G-13.4","Page 10","Rays",133,135,"Hot/Corn Dogs, Hamburgers, French/Cheese/Chili Fries, Nachos, Chicken Wings, Water, Soda & Energy Drinks.","","","","",35.795637,-78.709747
"","","Jacks Fries Inc.","18 X 25","","LOT G19.2:1","Vendor","F&D","Coleman Hill","G-19.2.1","Page 9","Jacks Fries",134,136,"Fried Dough, Funnel Cakes, Toppings And Drinks","","","","",35.795879,-78.709798
"","","M Goldburg Associates","11 x 11","","LOT G-19.1","Vendor","OTHER","Coleman Hill","G-19.1","Page 9","Goldburg",135,137,"Novelty","","","","",35.795871,-78.709857
"","","Withers Concessions","23 X 15","","LOT G19.2","Vendor","WAKE","Coleman Hill","G-19.2","Page 9","Withers",136,138,"Mexican Food, Fijatas, Tacos & Nachos & Drinks","","","","",35.79586,-78.709715
"","","John The Greek","30 X 45","","LOT G018","Vendor","WAKE","Coleman Hill","G-18","Page 9","John The Greek",137,139,"Pizza, Calzone & Drinks","","","","",35.79591,-78.709606
"","","Barefoot, Charlie & Sons","60 X 21","","LOT P20","Vendor","WAKE","Coleman Hill","P-20","Page 9","Barefoot",138,140,"Hot/Corn Dogs, Italian/Polish Sausage, Chili Cheese Fries, Fries, Steak/Cheese & Drinks","","","","",35.795966,-78.709486
"","","Train Station Concessions","18 X 8","","LOT G19.6","Vendor","WAKE","Scott South","G-19.6","Page 10","Train Station Con",139,141,"Ribbon/Curley/French Fries, Baked Potatoes, Baked Sweet Potatoes, Nachos, Corn Dogs, Potatoes Soup","","","","",35.795641,-78.709683
"","","Peanut Man","23 X 15","","LOT G20 & G021","Vendor","F&D","Coleman Hill","G-20","Page 9","Peanut Man",140,142,"Peanuts","","","","",35.796119,-78.709535
"","","Capital City Civitan Club","36 X 16","","LOT P002","Vendor","WAKE","Coleman Hill","P-2","Page 9","Capital City Civitan",141,143,"Funnel Cakes, Corn On Cob, Blooming Onion, Ribbon Fries & Lemonade (Non-Profit)","","","","",35.796216,-78.709563
"","","Captain Jack Enterprises, LLC Dba Almond Tree Nut Co., Inc.","23 X 8","","LOT G022","Vendor","F&D","Coleman Hill","G-22","Page 9","Captain Jack ",142,144,"Flavored Almonds, Pecans, Cashews & Peanuts","","","","",35.796298,-78.709603
"","","Lucas, Zell","23 X 23","","LOT G025","Vendor","WAKE","Coleman Hill","G-25","Page 9","Lucas, Zell",143,145,"Confections, Polish Ital Sausage, Hot/Beef Dogs, Fries & Drinks","","","","",35.796436,-78.709737
"","","Jacks Fries Inc.","23x14","","LOT G028","Vendor","F&D","Gate Nine","G-28","Page 17","Jacks Fries",144,146,"Fried Dough/Oreos, Funnel Cakes & Drinks","","","","",35.797095,-78.711361
"","","Best Around Concessions","20 X 14","","LOT G027","Vendor","F&D","Gate Nine","G-27","Page 17","Best Around Concessions",145,147,"Cotton Candy, Candy Apples, Popcorn, Caramel Corn & Drinks","","","","",35.797065,-78.711275
"","","Pinson, Martin","24 X 10","","LOT G026","Vendor","OTHER","Gate Nine","G-26","Page 17","Pinson",146,148,"Novelties","","","","",35.797034,-78.711188
"","","The Pretzel Lady, Inc Dba Der Pretzel Haus, Inc.","26 X 0","","LOT H13","Vendor","WAKE","Gate Nine","H-13","Page 17","The Pretzel Lady",147,149,"Soft Pretzels, Pretzel Hot Dogs And Soft Drinks","","","","",35.79712,-78.711089
"","","Utter Delights","30 X 12","","LOT H-14","Vendor","F&D","Gate Nine","H-14","Page 17","Utter Delights",148,150,"Soft Serve Ice Cream","","","","",35.797078,-78.710998
"","","John The Greek","20 X 30","","LOT H-15","Vendor","WAKE","Gate Nine","H-15","Page 17","John The Greek",149,151,"Steak & Cheese, Sweet Potato Fries, Fries, Italian Sausage, Hot Dogs & Drinks
","","","","",35.797037,-78.71091
"","","Obriens Food Service","75 X 65","","LOT H-18","Vendor","WAKE","Coleman Hill","H-18","Page 9","O'Briens",150,152,"Philly Steak, Hot/Corn Dogs, Sausage, Fries, Footlongs, Steak On A Stick, Turkey Legs, Fries & Lemonade","","","","",35.796456,-78.709567
"","","Rjg Enterprises","24 X 16","","LOT H-19","Vendor","WAKE","Coleman Hill","H-19","Page 9","Rjg",151,153,"Hot/Corn/Sausage Dogs, Chicken Tenders, Corn On Cob, Candy Apples, Fries & Drinks","","","","",35.79637,-78.709445
"","","Poppies Fresh Onion Rings","23 X 0","","LOT H-23","Vendor","WAKE","Coleman Hill","H-23A","Page 9","Poppies",152,154,"Onion Rings, Kielbasa, Sausage, Steak Sandwiches, Fried Veggies, Corn Dogs (Cheese & Hot Peppers), Sausage Dogs (With Cheese), Gyro, Fries, Italian Ice, Fried Cheesecake Soft Drinks And Lemonade.","","","","",35.796567,-78.708992
"","","Jacks Fries Inc.","23 X 8","","LOT G-22.1","Vendor","WAKE","Lunchstand","G-22.1","Page 8","Jacks Fries",153,155,"Blooming Onions, Nachos, Curly Fries/Fries, Corn Dogs, Pretzels & Lemonade","","","","",35.795141,-78.710631
"","","Mcmillan Concessions","24 X 8","","LOT G002","Vendor","F&D","Grandstand","G-2","Page 7","Mcmillan",154,156,"Cotton Candy, Candy/Carmel Apples, Popcorn, Caramel Corn, Snow Cones, Confections, Drinks & Water","","","","",35.795367,-78.712464
"","","Tellone, Barbara","21 X 18","","LOT G003","Vendor","F&D","Grandstand","G-3","Page 7","B.Tellone",155,157,"Fried Dough","","","","",35.795349,-78.712381
"","","Tellone, Joe","10 X 10","","LOT G004","Vendor","WAKE","Grandstand","G-4","Page 7","J. Tellone",156,158,"Lemonade, Soup, Chocolate Covered Frozen Bananas/Cheesecake, Coffee, Tea & Fruit Drinks","","","","",35.795318,-78.71233
"","","Lancaster LLC","16 X 10","","LOT G005","Vendor","OTHER","Grandstand","G-5","Page 7","Lancasters",157,159,"Auto Tags, Novelty Air Brush","","","","",35.795304,-78.712284
"","","Raleigh Jaycees","40 X 60","","LOT A010","Vendor","OTHER","A Lot","A-10","Page 1","Raleigh Jaycees",158,160,"Turkey Shoot (Non-Profit)","","","","",35.795003,-78.712693
"","","F&W Concessions, Inc.","78 X 15","","LOT A014","Vendor","WAKE","A Lot","A-14","Page 1","F & W Con ",159,161,"Italian Sausage, London Broil Steak Sandwich, Chicken Pita, Salad & Drinks","","","","",35.795365,-78.712784
"","","Tims Ole Time Hot Dogs","16 x16","","LOT A-15","Vendor","WAKE","A Lot","A-15","Page 1","Tims Ole Hotdogs",160,162,"Nathans Kielbasa Sausage Dogs, Red Hot Dogs, Jalapeno Hot Dogs, Beef Dogs, Chips, Fries, Potato Chips & Drinks","","","","",35.79544,-78.712959
"","","N & T Concession","15 X 20","","LOT A-16","Vendor","WAKE","A Lot","A-16","Page 1","N & T Con.",161,163,"Fries, Fish,  Bologna Sand, Hot/Corn Dogs, Hamburgers, Smoothie (Pineapples) & Soda.","","","","",35.795477,-78.71306
"","","Old Style Foods","29 X 15","","LOT A-18","Vendor","WAKE","A Lot","A-18","Page 1","Old Style Foods",162,164,"Roasted Corn & Drinks
","","","","",35.795544,-78.713222
"","","Tack Concessions LLC","25 X 21","","LOT A-19","Vendor","F&D","A Lot","A-19","Page 1","Mcbride, A",163,165,"Cotton Candy, Candy Apples, Caramel Apples, Popcorn, Soda & Water","","","","",35.795538,-78.713316
"","","NC FFA Association","10 X 10","","LOT A-20","Vendor","F&D","A Lot","A-20","Page 1","Nc. FFA Assc.",164,166,"Gratis Space For Promotion - Peanuts, Candy, Gum, Advil, Aspirin, Bc's, Drinks & Lemonade","","","","",35.795639,-78.714036
"","","Harrison, John R.","24 X 13","","LOT A-21","Vendor","F&D","A Lot","A-21","Page 1","Harrison, J",165,167,"Confection","","","","",35.795683,-78.714214
"","","Wammock Utility Buildings, LLC","40 X 25","","LOT K - WAMMOCK","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Wammock",166,168,"Utility Buildings","","","","",35.793339,-78.710129
"","","Gantt, Cheryl Ann","14 X 21","","LOT K001","Vendor","F&D","Dorton/Gate 1","K-1","Page 13","Gantt C.",167,169,"Funnel Cakes, Elephant Ears, Fried Twinkies, Cheesecake With Choc, Lemonade & Drinks","","","","",35.794265,-78.709557
"","","Sweet Things Concessions","22 X 15","","LOT K006","Vendor","F&D","Dorton/Gate 1","K-6","Page 13","Sweet Things",168,170,"Cotton Candy, Candy Apples, Sno Cones, Caramel Apples, Corn, Lemonade & Drinks","","","","",35.794115,-78.709461
"","","The Gobblin Gourmet","30 X 15","","LOT K09.1","Vendor","WAKE","Dorton/Gate 1","K-9.1","Page 13","The Gobblin Gourmet",169,171,"Roadhouse Steak Sandwich, Teriyaki Turkey Wraps, Garlic Ribbon Fries, Flyin Mayan, Sweet Potato Ribbon Fries, Blue Hawaiian Funnel Cake, Deep Fried, Gourmet Funnel Cakes: Blueberry Bump, Dutch Apple, Pecan Praline, Turtle Brownie, Chocolate Obsession, Red Velvet, Pumpkin Spice, Apples, Blueberry, Salted Caramel Maple  Bacon, Pumpkin, Chocolate Pies, Pineapple Lemonade, Orange Tea, Coffee, Hot Choc & Water, Grasshopper Funnel Cake.  ","","","","",35.793966,-78.709374
"","","Mud Dawgs, Inc., Dba D.K. Clay Pottery","40 X 60","","LOT K.1","Vendor","OTHER","Dorton/Hillsborough","K.1","Page 14","Dk Clay Pottery",170,172,"Pottery Sales, Pottery Festival Promotion - Flat Rate","","","","",35.793495,-78.709358
"","","NC Dot Governors Highway Safety Program","70 X 90","","LOT K - G H SAFETY","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Gov. Highway Safety",171,173,"Public Safety Promotion","","","","",35.793223,-78.70981
"","","D&J Concessions","15 X 15","","LOT J008","Vendor","WAKE","J Lot","J-8","Page 12","D & J Con.",172,174,"Roasted Corn, Ribbon Fries, Blooming Onion, Drinks, Water & Frozen Lemonade","","","","",35.794629,-78.708748
"","","The Original Minneapple Pie","22 X 13","","LOT J007","Vendor","F&D","J Lot","J-7","Page 12","Minneapple",173,175,"Deep Fried Apple/ Pumpkin/Chocolate Pies Served With Cinnamon/Vanilla Ice Cream, Pure Apple Syrup, Water & Soda.","","","","",35.794682,-78.708772
"","","Ford Foods","14 X 25","","LOT J006","Vendor","WAKE","J Lot","J-6","Page 12","Ford Foods",174,176,"Polish/Italian Sausage, Hot/Corn Dogs, Burgers, Fries & Chesse Fries","","","","",35.794785,-78.708817
"","","Stanton Portraits","10 X 10","","LOT K-09.2","Vendor","OTHER","Dorton/Gate 1","K-9.2","Page 13","Stanton P.",175,177,"Airbush Caricatures And Frams","","","","",35.794017,-78.709418
"","","Pinson, Martin","12 X 12","","GATE 8","Vendor","OTHER","Gate 8","GATE 8","none","Pinson",176,178,"Novelties","","","","",35.797432,-78.714567
"","","Sugar N Spice Dutch Funnel Cakes","26 X 8","","LOT H-22","Vendor","F&D","Coleman Hill","H-22","Page 9","Sugar N Spice",177,179,"Funnel Cakes & Drinks","","","","",35.796469,-78.709187
"","","Homestead Emu Ranch","16 X 20","","LOT H-21","Vendor","OTHER","Coleman Hill","H-21","Page 9","Emu Ranch",178,180,"Emu Meats, Emu Taco/Steak Sandwich, Hot/Corn Dogs, Fries, Fried Chicken & Drinks. This Space Will Be Only Used For Seating For 2018.","","","","",35.796452,-78.709271
"","","Melton Concessions","20 X 15","","LOT H-06","Vendor","F&D","Scott South","H-6","Page 10","Melton, C",179,181,"Sno Cones, Candy Apples, Cotton Candy, Popcorn & Drinks","","","","",35.79578,-78.709268
"","","Barn Loft, Inc.","10 X 10","","LOT E00","Vendor","OTHER","Graham/Dorton","E-0","Page 5","Barn Loft",180,182,"Cattle Handling & Holding Equipment","","","","",35.793565,-78.711071
"","","Old North State Kitchen","40 X 8","","LOT K005","Vendor","WAKE","Dorton/Gate 1","K-5","Page 13","Old North State Kitchen",181,183,"Roasted/Fried Chicken, Pork BBQ, Pork Chops/Lions/Ribs, Cole Slaw, Black Eye Peas, New Potatoes, Corn Pudding, Collard Greens, Green Beans, Baked Beans, Sweet Potatoes, Baked Mac & Cheese, Hush Puppies, Dinner Rolls, Corn Bread, Baked Apples, Cobblers With Vanilla Ice Cream, Banana Pudding, Kale And Broccoli Salad, Sweet Tea, Water, Soda. (Vegetarian Plates Will Be Offered).Bourbon Brown Sugar Pork Loin. ","","","","",35.794116,-78.70913
"","","Handcut (Name Rings & Rice Necklaces)","12 X 15","","LOT L002","Vendor","F&D","L Lot","L-02","Page 15","Handcut ",182,184,"Kettle Korn, Soft Drinks & Water ","","","","",35.795242,-78.708557
"","","Weidright, Charlene","20 X15","","LOT H-02.1","Vendor","WAKE","Scott South","H-2.1","Page 10","Weidright",183,185,"Loaded Baked/Sweet Potato, Roasted Sweet Corn, Nachos, Chicken Nuggets, Ribbon Fries & Drinks","","","","",35.795821,-78.70919
"","","NCDA&CS Food & Drug Protection Division","40 X 20","","LOT E017","Vendor","OTHER","Graham\Expo Plaza","E-17","Page 5","NC Fda",184,186,"Germ City","","","","",35.793954,-78.712338
"","","Wake County","25 X 40","","","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Wake Cty",185,187,"","","","","",35.793538,-78.709239
"","","Choice Pool & Spa","24 X 40","","LOT K - CHOICE POOL & SPA","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Choice Pools",186,188,"Spas Power By Generator, Hot Tubs, In Ground Pools & Outdoor Kitchens.","","","","",35.793143,-78.710141
"","","Asian Specialty Shop","24 X 40","","LOT K - ASIAN SPECIALTY","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Asian Specialty",187,189,"Ceramic Planters","","","","",35.793106,-78.710211
"","","Grillman Grill","24 X 40","","LOT K - GRILLMAN GRILL","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Grillman Grill",188,191,"Lp Grills And Charcoal Grills","","","","",35.793035,-78.710359
"","","Dish Doctor, Inc.","40 X 25","","LOT K - DISH DOC","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Dish Dr.",189,192,"Satellite Tv Systems (Directv), Flag (Poles), Eye Catches 3D Art, Lamps & Sunsetter Retractable Awnings. ","","","","",35.793399,-78.710004
"","","Gerrarad Air Comfort","24 X 40","","","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Gerrard Air Comfort",190,193,"","","","","",35.79326,-78.710296
"","","Leonard Utility Buildings","30 X 40","","LOT K - LEONARD","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","Leonard",191,194,"Cargo, Utility & Dump Trailers, Storage Bldgs, Gazebos, Carports, Camper Shells, Tonneau Covers & Variety Of Truck Accessories.","","","","",35.793218,-78.71042
"","","NCMHA","40 X 70","","LOT K - HOUSE","Vendor","OTHER","Dorton/Hillsborough","K","Page 14","NCMHA",192,195,"Mobile Manufactured Housing - Electricity By Generator","","","","",35.793209,-78.710546
"","","Cousins Confections","14 X 15","","LOT E002","Vendor","F&D","Graham/Dorton","E-2","Page 6","Cousins",193,196,"Cotton Candy, Candy Apples, Caramel Apples, Snow Cones & Soft Drinks ","","","","",35.793804,-78.711201
